titles,box_office,total
Office Space,10.82781300000,10827813
Drop Dead Gorgeous,10.57140800000,10571408
Le Violon rouge,10.01910900000,10019109
Very Bad Things,9.94947000000,9949470
Sleepover,9.40818300000,9408183
Movie 43,8.84045300000,8840453
Body Double,8.80194000000,8801940
MacGruber,8.52560000000,8525600
Dirty Pretty Things,8.11241400000,8112414
Bad Words,7.77961400000,7779614
While We're Young,7.58206500000,7582065
Over Her Dead Body,7.57012700000,7570127
Bones,7.31665800000,7316658
Seeking a Friend for the End of the World,7.07873800000,7078738
Turistas,7.02776200000,7027762
Cedar Rapids,6.86110200000,6861102
The Collection,6.81075400000,6810754
American History X,6.71986400000,6719864
Teacher's Pet: The Movie,6.49196900000,6491969
The Straight Story,6.19786600000,6197866
Deuces Wild,6.04461800000,6044618
"Run, Fatboy, Run",6.00326200000,6003262
Heartbeeps,6.00000000000,6000000
Danny Collins,5.63706600000,5637066
Rescue Dawn,5.49042300000,5490423
Black and White,5.24131500000,5241315
Io sono l’amore,5.00546500000,5005465
On the Line,4.36545500000,4365455
"Jeff, Who Lives at Home",4.26942600000,4269426
Everybody Wants Some,3.40027800000,3400278
Crash,3.35732400000,3357324
Atlas Shrugged: Part II,3.33605300000,3336053
Romeo Is Bleeding,3.27558500000,3275585
The Limey,3.19310200000,3193102
Rosewater,3.12894100000,3128941
The House of Mirth,3.04180300000,3041803
Malone,3.00000000000,3000000
Peaceful Warrior,2.89366600000,2893666
Bucky Larson: Born to Be a Star,2.52939500000,2529395
Bamboozled,2.18526600000,2185266
Sphinx,2.00000000000,2000000
The Iceman,1.93028200000,1930282
A Better Life,1.75925200000,1759252
Spider,1.64178800000,1641788
Gun Shy,1.63820200000,1638202
Nicholas Nickleby,1.56280000000,1562800
The Joneses,1.47574600000,1475746
Krrish,1.43072100000,1430721
Killer Joe,1.29164500000,1291645
Cecil B. Demented,1.27698400000,1276984
Owning Mahowny,1.01105400000,1011054
The Ten Commandments,0.95282000000,952820
The Brothers Solomon,0.90092600000,900926
My Blueberry Nights,0.86677800000,866778
Illuminata,0.83664100000,836641
Coriolanus,0.74964100000,749641
Swept Away,0.59864500000,598645
"War, Inc.",0.58086200000,580862
Shaolin Soccer,0.48887200000,488872
The Brown Bunny,0.36630100000,366301
The Swindle,0.24535900000,245359
La femme de chambre du Titanic,0.24446500000,244465
Imaginary Heroes,0.22852400000,228524
High Heels and Low Lifes,0.22679200000,226792
World's Greatest Dad,0.22180500000,221805
"Cinco de Mayo, La Batalla",0.17347200000,173472
Welcome to the Rileys,0.15285700000,152857
Kicks,0.15019100000,150191
Free Style,0.14110800000,141108
Severance,0.13722100000,137221
Edmond,0.13171900000,131719
Joheunnom nabbeunnom isanghannom,0.12848600000,128486
Police Academy 7: Mission to Moscow,0.12624700000,126247
Blood Done Sign My Name,0.10938300000,109383
The Good Guy,0.10068800000,100688
Motherhood,0.09338800000,93388
Eulogy,0.07052700000,70527
Elsa & Fred,0.06765700000,67657
An Alan Smithee Film: Burn Hollywood Burn,0.04577900000,45779
The Open Road,0.01971600000,19716
Strangerland,0.01747200000,17472
Hross i oss,0.01189400000,11894
Janky Promoters,0.00906900000,9069
Blonde Ambition,0.00642200000,6422
The Oxford Murders,0.00480300000,4803
Barbecue,0.00038800000,388
The Reef,0.00000000000,0
White Noise 2: The Light,0.00000000000,0
It's a Wonderful Afterlife,0.00000000000,0
You Got Served: Beat The World,0.00000000000,0
Fifty Dead Men Walking,0.00000000000,0
Plastic,0.00000000000,0
Jungle Shuffle,0.00000000000,0
Adam Resurrected,0.00000000000,0
The Devil's Tomb,0.00000000000,0
Good Intentions,0.00000000000,0
Partition,0.00000000000,0
Detention,0.00000000000,0
Nurse 3D,0.00000000000,0
Into the Grizzly Maze,0.00000000000,0
American Heist,0.00000000000,0
The Birth of a Nation,0.00000000000,0
Gunless,0.45805400000,458054
Adventureland,16.04402500000,16044025
Amour,6.73895400000,6738954
The Lost City,2.48418600000,2484186
Next Friday,57.17658200000,57176582
You Only Live Twice,43.10000000000,43100000
Poltergeist III,14.11400000000,14114000
The Runaways,3.57367300000,3573673
Gentlemen Broncos,0.11368200000,113682
Re-Kill,0.00000000000,0
It's a Mad Mad Mad Mad World,46.30000000000,46300000
Volver,12.89986700000,12899867
Melancholia,3.03084800000,3030848
Heavy Metal,19.57109100000,19571091
Jab Tak Hai Jaan,3.04753900000,3047539
Richard III,2.68490400000,2684904
Kites,1.68526900000,1685269
Red Dog,0.00000000000,0
Mine Vaganti,0.00000000000,0
Alien,80.93063000000,80930630
The Texas Chainsaw Massacre,80.57165500000,80571655
Fiddler on the Roof,80.50000000000,80500000
The Purge: Anarchy,71.56255000000,71562550
Thunderball,63.60000000000,63600000
The Strangers,52.59761000000,52597610
Set It Off,36.04910800000,36049108
The Best Man,34.10278000000,34102780
Child's Play,33.24468400000,33244684
Sicko,24.53851300000,24538513
Black or White,21.57118900000,21571189
Down to You,20.03531000000,20035310
Harold & Kumar Go to White Castle,18.22516500000,18225165
The Contender,17.80427300000,17804273
Boiler Room,16.96396300000,16963963
Black Christmas,16.23573800000,16235738
The Ice Pirates,13.07539000000,13075390
Breakin' All the Rules,12.23238200000,12232382
Glee: The 3D Concert Movie,11.86239800000,11862398
Henry V,10.16109900000,10161099
The Savages,6.62308200000,6623082
Chasing Papi,6.12623700000,6126237
The Way of the Gun,6.04785600000,6047856
Hamlet 2,4.88621600000,4886216
Igby Goes Down,4.77746500000,4777465
PCU,4.33356900000,4333569
The Ultimate Gift,3.43873500000,3438735
Beautiful,3.13450900000,3134509
Gracie,2.95633900000,2956339
Greater,1.89550600000,1895506
Trust the Man,1.53053500000,1530535
Undiscovered,1.06931800000,1069318
Velvet Goldmine,1.05378800000,1053788
Princess Kaiulani,0.88388700000,883887
The Legend of Suriyothai,0.45425500000,454255
Due occhi diabolici,0.34961800000,349618
La fille du RER,0.20816300000,208163
All or Nothing,0.18425500000,184255
The Red Riding Trilogy: 1974,0.14882600000,148826
Flammen og Citronen,0.14808900000,148089
Leaves of Grass,0.07006600000,70066
Opal Dreams,0.01444300000,14443
Skin Trade,0.00124200000,1242
Beneath Hill 60,0.00000000000,0
Veronika Decides to Die,0.00000000000,0
Barbarella,0.00000000000,0
A Haunting in Connecticut 2: The Ghosts of Georgia,0.00000000000,0
Polisse,0.17698800000,176988
Heist,0.05013600000,50136
Ultramarines,0.00000000000,0
Crocodile Dundee,174.80350600000,174803506
The I Inside,0.00000000000,0
Awake,14.37382500000,14373825
Crazy Heart,39.47174200000,39471742
Star Wars: The Clone Wars,35.16155400000,35161554
The DUFF,34.03034300000,34030343
Nightcrawler,32.38121800000,32381218
The Lost Boys,32.22256700000,32222567
The Rose,29.20000000000,29200000
Baggage Claim,21.56950900000,21569509
Haakon Haakonsen,15.02423200000,15024232
Election,14.94358200000,14943582
The Namesake,13.61052100000,13610521
All is Lost,6.26367000000,6263670
Club Dread,5.00165500000,5001655
Bright Star,4.44463700000,4444637
Glitter,4.27337200000,4273372
Silmido,0.29834700000,298347
Repo! The Genetic Opera,0.14024400000,140244
My Name is Khan,4.04633600000,4046336
Namastey London,1.20700700000,1207007
Yeh Jawaani Hai Deewani,3.82746600000,3827466
Limbo,2.16071000000,2160710
The Wind That Shakes the Barley,1.82914200000,1829142
The City of Your Final Destination,0.49329600000,493296
Kurtlar vadisi - Irak,0.00000000000,0
Quo Vadis?,30.00000000000,30000000
The Sound of Music,163.21428600000,163214286
Footloose,80.00000000000,80000000
Pulp Fiction,107.92876200000,107928762
The Karate Kid,90.81555800000,90815558
The Muppet Movie,76.65700000000,76657000
Splash,62.59949500000,62599495
Little Miss Sunshine,59.89109800000,59891098
Easy A,58.40146400000,58401464
Stand by Me,52.28741400000,52287414
28 Days Later...,45.06491500000,45064915
Escape from Alcatraz,43.00000000000,43000000
You Got Served,40.06649700000,40066497
50/50,35.01611800000,35016118
A Thin Line Between Love & Hate,34.87351300000,34873513
Brown Sugar,27.36271200000,27362712
Howards End,26.12487200000,26124872
That Awkward Moment,26.06895500000,26068955
Shutter,25.92855000000,25928550
Modern Problems,24.47431200000,24474312
On Her Majesty's Secret Service,22.80000000000,22800000
Much Ado About Nothing,22.54933800000,22549338
The Player,21.70610100000,21706101
Creepshow,20.03624400000,20036244
Akeelah and the Bee,18.84843000000,18848430
Wes Craven's New Nightmare,18.09018100000,18090181
Drive Me Crazy,17.84337900000,17843379
Enough Said,17.55087200000,17550872
Half Baked,17.39488100000,17394881
New in Town,16.73428300000,16734283
Begin Again,16.17063200000,16170632
American Psycho,15.07028500000,15070285
See No Evil,15.03280000000,15032800
The Good Girl,14.01829600000,14018296
"Bon Cop, Bad Cop",12.67130000000,12671300
The Boondock Saints 2: All Saints Day,10.27318700000,10273187
Prom,10.13021900000,10130219
The Inkwell,8.86469900000,8864699
Shadow of the Vampire,8.27901700000,8279017
It's Kind of a Funny Story,6.36362800000,6363628
The Pallbearer,5.65638800000,5656388
Woman on Top,5.01845000000,5018450
Held Up,4.71409000000,4714090
Morgan,3.91525100000,3915251
Anomalisa,3.75928600000,3759286
Caché,3.64738100000,3647381
Another Year,3.20570600000,3205706
8 femmes,3.07642500000,3076425
Showdown in Little Tokyo,2.27555700000,2275557
Clay Pigeons,1.79335900000,1793359
Made in Dagenham,1.09536900000,1095369
And When Did You Last See Your Father?,1.07124000000,1071240
The Secret of Kells,0.69029000000,690290
Prefontaine,0.59081700000,590817
The Wicked Lady,0.58930800000,589308
Down in the Valley,0.56893200000,568932
Brooklyn Rules,0.45823200000,458232
The Singing Detective,0.33645600000,336456
Fido,0.29811000000,298110
Restless,0.16375300000,163753
The Land Girls,0.14608300000,146083
The Wendell Baker Story,0.12718800000,127188
Wild Target,0.10933800000,109338
Pathology,0.10904500000,109045
Wuthering Heights,0.10091500000,100915
10th & Wolf,0.05470200000,54702
Aloft,0.05308600000,53086
Fireflies in the Garden,0.03688400000,36884
Dear Wendy,0.02310600000,23106
Akira,0.01958500000,19585
Feichang Xingyun,0.00000000000,0
The Death and Life of Bobby Z,0.00000000000,0
Maurice Richard,0.00000000000,0
Swelter,0.00000000000,0
Green Street Hooligans: Underground,0.00000000000,0
Chirstmas in Beverly Hills,0.00000000000,0
Henry Joseph Church,0.00000000000,0
Code of Honor,0.00000000000,0
A Street Cat Named Bob,0.00000000000,0
Imagine Me & You,0.67224300000,672243
Swimming Pool,10.13010800000,10130108
The Blood of Heroes,0.88229000000,882290
Loin des hommes,0.00533600000,5336
Driving Miss Daisy,106.59329600000,106593296
Soul Food,43.49238900000,43492389
Rumble in the Bronx,32.28190700000,32281907
Thank You For Smoking,24.79350900000,24793509
Hostel: Part II,17.54481200000,17544812
An Education,12.57491400000,12574914
Extract,10.82315800000,10823158
Narc,10.46565900000,10465659
Shopgirl,10.28452300000,10284523
The Hotel New Hampshire,5.14285800000,5142858
Men with Brooms,4.23976700000,4239767
Witless Protection,4.15183600000,4151836
The Work and the Glory,3.34764700000,3347647
Albert Nobbs,3.01469600000,3014696
The Neon Demon,1.33312400000,1333124
Masked and Anonymous,0.53334400000,533344
Betty Fisher et autres histoires,0.20640000000,206400
Code 46,0.19714800000,197148
The Hole,0.00000000000,0
Black November,0.00000000000,0
Outside Bet,0.00000000000,0
Pound of Flesh,0.00000000000,0
Ta Ra Rum Pum,0.87264300000,872643
Crash,55.33441800000,55334418
Persepolis,4.44340300000,4443403
Harry Brown,1.81868100000,1818681
Die Welle,0.00000000000,0
Diamonds Are Forever,43.80000000000,43800000
The Omega Code,12.61055200000,12610552
3,0.05977400000,59774
Juno,143.49526500000,143495265
The Godfather,134.96641100000,134966411
Magic Mike,113.72157100000,113721571
Flashdance,90.46357400000,90463574
The Piano,40.15785600000,40157856
Jumping the Broom,37.29539400000,37295394
Live and Let Die,35.40000000000,35400000
My Dog Skip,34.09964000000,34099640
Darkness Falls,32.53968100000,32539681
"Definitely, Maybe",32.24164900000,32241649
"Good Night, and Good Luck",31.50121800000,31501218
Capote,28.75053000000,28750530
The Great Gatsby,26.53320000000,26533200
The Descent,26.02445600000,26024456
Desperado,25.53238800000,25532388
Logan's Run,25.00000000000,25000000
Fargo,24.56775100000,24567751
Kingdom Come,23.24753900000,23247539
The Man with the Golden Gun,21.00000000000,21000000
Action Jackson,20.25700000000,20257000
Michael Jordan to the MAX,18.64231800000,18642318
Dope,17.50647000000,17506470
The Devil's Rejects,17.04498100000,17044981
Devil's Due,15.82146100000,15821461
Flirting with Disaster,14.85347400000,14853474
Beyond the Lights,14.61872700000,14618727
Buffy the Vampire Slayer,14.23166900000,14231669
In Too Deep,14.02650900000,14026509
"House of 1,000 Corpses",12.63496200000,12634962
Silver Bullet,10.80321100000,10803211
The House of the Dead,10.19935400000,10199354
A Serious Man,9.22878800000,9228788
Get Low,9.17693300000,9176933
A Single Man,9.17600000000,9176000
Warlock,8.82455300000,8824553
The Last Temptation of Christ,8.37358500000,8373585
Cyrus,7.46893600000,7468936
Outside Providence,7.30962800000,7309628
Bride & Prejudice,6.60107900000,6601079
Rabbit-Proof Fence,6.19960000000,6199600
Who's Your Caddy?,5.69430800000,5694308
Split Second,5.43082200000,5430822
Nikita,5.01797100000,5017971
The Other Side of Heaven,4.72037100000,4720371
Dark Angel,4.37256100000,4372561
Veer-Zaara,2.93853200000,2938532
Redbelt,2.34484700000,2344847
A Dog of Flanders,2.16563700000,2165637
Auto Focus,2.06206600000,2062066
The Mighty Macs,1.89193600000,1891936
Somewhere,1.78564500000,1785645
We Need to Talk About Kevin,1.73869200000,1738692
Factory Girl,1.66146400000,1661464
The Christmas Candle,1.63200000000,1632000
I Hope They Serve Beer in Hell,1.42929900000,1429299
Losin' It,1.24614100000,1246141
Mother and Child,1.11050900000,1110509
March or Die,1.00000000000,1000000
Les Visiteurs,0.65900000000,659000
Freeheld,0.54620100000,546201
Dom Hemingway,0.52351100000,523511
The Extra Man,0.45337700000,453377
Hesher,0.38294600000,382946
Chairman of the Board,0.30671500000,306715
Gerry,0.25468300000,254683
Wah-Wah,0.23475000000,234750
The Heart of Me,0.19606700000,196067
Ca$h,0.04648800000,46488
Trudno byt bogom,0.03144300000,31443
The Boondock Saints,0.03047100000,30471
Snezhnaya koroleva,0.00000000000,0
Z Storm,0.00000000000,0
?????,0.00000000000,0
Twixt,0.00000000000,0
Criminal Activities,0.00000000000,0
High School Musical 2,0.00000000000,0
The Kings of Appletown,0.00000000000,0
Stargate - The Ark of Truth,0.00000000000,0
Alpha & Omega: The Legend of the Saw Tooth Cave,0.00000000000,0
Pale Rider,41.41056800000,41410568
House at the End of the Street,31.61191600000,31611916
Dazed and Confused,7.95088900000,7950889
Two Lovers and a Bear,0.00000000000,0
Incendies,6.85709600000,6857096
Aimée & Jaguar,0.92710700000,927107
The Chumscrubber,0.04952600000,49526
Shade,0.02503200000,25032
Bran Nue Dae,0.11356800000,113568
"Remember Me, My Love",0.22387800000,223878
Perrier's Bounty,0.00082800000,828
Tropa de Elite,0.00874400000,8744
Annabelle,84.27381300000,84273813
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,65.28178100000,65281781
Boyz n the Hood,56.19009400000,56190094
La Bamba,54.21541600000,54215416
The Four Seasons,42.48816100000,42488161
Dressed to Kill,31.89900000000,31899000
The Adventures of Huck Finn,24.10359400000,24103594
Go!,16.87527300000,16875273
Friends with Money,13.36843700000,13368437
The Andromeda Strain,12.37656300000,12376563
Bats,10.15569100000,10155691
Nowhere in Africa,6.17348500000,6173485
Shame,4.00229300000,4002293
Layer Cake,2.33995700000,2339957
The East,2.27464900000,2274649
The Work and the Glory: American Zion,2.02503200000,2025032
The Messenger,1.10966000000,1109660
A Home at the End of the World,1.02901700000,1029017
Aberdeen,0.06414800000,64148
Tracker,0.00000000000,0
The Terminator,38.01903100000,38019031
"Goodbye, Lenin!",4.06385900000,4063859
Control,0.87157700000,871577
The Damned United,0.44986500000,449865
Die Fälscher,5.48857000000,5488570
Return of the Living Dead Part II,9.20592400000,9205924
Gomorra,1.57914600000,1579146
Mallrats,2.10836700000,2108367
Grease,181.81377000000,181813770
Platoon,137.96332800000,137963328
Fahrenheit 9/11,119.11451700000,119114517
Butch Cassidy and the Sundance Kid,102.30890000000,102308900
Mary Poppins,102.30000000000,102300000
Ordinary People,52.30297800000,52302978
West Side Story,43.70000000000,43700000
Around the World in 80 Days,42.00000000000,42000000
Caddyshack,39.84634400000,39846344
The Brothers,27.45740900000,27457409
The Wrestler,26.23824300000,26238243
Do the Right Thing,26.00402600000,26004026
Escape from New York,25.24470000000,25244700
The Wood,25.05964000000,25059640
The Usual Suspects,23.34156800000,23341568
A Nightmare On Elm Street: The Dream Child,22.16835900000,22168359
